"","row_index","species3","family3","order3","total.individuals","female","male","unknown","complete.measures","beak.length_culmen","beak.length_nares","beak.width","beak.depth","tarsus.length","wing.length","kipps.distance","secondary1","hand-wing.index","tail.length","mass","mass.source","mass.refs.other","inference","traits.inferred","reference.species","habitat","habitat.density","migration","trophic.level","trophic.niche","primary.lifestyle","min.latitude","max.latitude","centroid.latitude","centroid.longitude","range.size","species.status"
"3232",3232,"Perisoreus canadensis","Corvidae","Passeriformes",10,2,8,0,4,24.6,14.3,9,8.6,36.3,150.4,27.2,123.2,18.1,135.9,71.58,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",33.79,68.78,56.26,-107.3332434,7301159.58,"Extant"
"3233",3233,"Perisoreus infaustus","Corvidae","Passeriformes",20,6,13,1,4,27.5,15.9,9.4,9.1,35.9,140.4,24.4,115.9,17.4,128.1,84.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",43.73,70.31,59.77,93.47362989,11840129.85,"Extant"
"3234",3234,"Perisoreus internigrans","Corvidae","Passeriformes",5,2,3,0,5,26.2,16.2,8.9,9,41.7,163.8,32.1,131.7,19.6,148.6,102,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",29.97,34.15,32.34,100.9161163,143343.38,"Extant"
"3235",3235,"Pica hudsonia","Corvidae","Passeriformes",10,2,8,0,4,38.6,24.7,11.1,12.9,47.7,202.8,49.6,152.1,24.6,262,177.12,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Omnivore","Omnivore","Terrestrial",33.97,65.16,49.66,-114.6033987,6726173.66,"Extant"
"3236",3236,"Pica nuttalli","Corvidae","Passeriformes",11,3,7,1,4,36.3,23.3,11.4,13.2,48.2,188.8,49.9,140.2,26.2,241.5,158.29,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Omnivore","Terrestrial",34.43,40.93,37.62,-121.1673331,95191.28,"Extant"
"3237",3237,"Pica pica","Corvidae","Passeriformes",24,9,15,0,4,40.8,26.1,12.3,13.7,49,193.2,44.6,149.9,22.9,239.6,217.48,"Dunning",NA,"NO",NA,NA,"Human Modified","3","1","Omnivore","Omnivore","Terrestrial",14.97,71.19,48.69,71.04531757,32086533.08,"Extant"
"3238",3238,"Platylophus galericulatus","Corvidae","Passeriformes",11,0,7,4,4,30.3,18.9,8.8,10.6,32.4,136,16.8,119,12.3,113.6,77.89,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-8.78,12.82,0.54,108.189443,1559387.65,"Extant"
"3239",3239,"Platysmurus leucopterus","Corvidae","Passeriformes",13,2,9,2,6,38.8,26.6,13.1,16.6,37.7,185.5,27.7,157.6,14.9,167.2,180,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",-6.08,14.09,1.46,107.8747813,1299814.63,"Extant"
"3240",3240,"Podoces biddulphi","Corvidae","Passeriformes",9,2,7,0,4,53.8,40.8,9.5,10.3,44.4,148.6,35.6,112.9,24,99.3,130.5,"Updated_literature","BoW","NO",NA,NA,"Desert","3","2","Omnivore","Omnivore","Terrestrial",36.73,42.12,39.5,83.09504162,420108.26,"Extant"
"3241",3241,"Podoces hendersoni","Corvidae","Passeriformes",11,2,9,0,4,43.7,32.4,9.9,9.8,41,139.4,30.1,109,21.6,101.3,120.49,"Dunning",NA,"NO",NA,NA,"Desert","3","2","Omnivore","Omnivore","Terrestrial",38.95,52.84,44.51,94.48365559,1783211.45,"Extant"
"3242",3242,"Podoces panderi","Corvidae","Passeriformes",9,2,7,0,4,32.1,22.4,7.9,7.6,40.8,119.7,25.6,93.7,21.4,89.9,91.1,"Dunning",NA,"NO",NA,NA,"Desert","3","2","Omnivore","Omnivore","Terrestrial",37.78,46.43,41.08,61.23321651,291415.99,"Extant"
"3243",3243,"Podoces pleskei","Corvidae","Passeriformes",4,0,2,2,2,38.8,28.8,8.9,8.7,43.4,118.8,24.4,94.3,20.6,82.2,87.46,"Dunning",NA,"NO",NA,NA,"Desert","3","2","Omnivore","Omnivore","Terrestrial",27.53,36.46,32.05,55.96877283,219917.49,"Extant"
"3244",3244,"Ptilostomus afer","Corvidae","Passeriformes",12,3,9,0,4,37.1,29.4,12.1,14.3,48.2,165.1,41.6,123.5,25.2,258,128,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Omnivore","Omnivore","Terrestrial",-1.15,16.79,10.06,7.853138154,3779257.09,"Extant"
"3245",3245,"Pyrrhocorax graculus","Corvidae","Passeriformes",17,5,12,0,4,36.2,22.2,9.3,9.8,43.8,267.4,98.5,169.4,36.7,163.5,211,"Dunning",NA,"NO",NA,NA,"Rock","3","2","Carnivore","Invertivore","Terrestrial",27.23,52.77,38.96,65.01138498,3556954.7,"Extant"
"3246",3246,"Pyrrhocorax pyrrhocorax","Corvidae","Passeriformes",19,3,16,0,10,54.6,43.7,12.2,12.6,52.5,284.5,111,173.1,39,133.3,276.68,"Dunning",NA,"NO",NA,NA,"Rock","3","2","Carnivore","Invertivore","Terrestrial",5.45,57.54,40.2,85.68038861,12981520.53,"Extant"
"3247",3247,"Temnurus temnurus","Corvidae","Passeriformes",10,3,7,0,4,30.2,18.9,8.8,11.6,29.2,131.6,16.8,114.9,12.7,171.3,138,"Updated_literature","BoW","NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",11.9,23.18,19.1,106.2615398,266868.95,"Extant"
"3248",3248,"Urocissa caerulea","Corvidae","Passeriformes",8,2,6,0,4,45.8,27.5,13.1,16.6,51.3,198.9,29.5,169.4,14.8,386.8,256.98,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",21.9,25.28,23.8,121.1018938,20500.71,"Extant"
"3249",3249,"Urocissa erythrorhyncha","Corvidae","Passeriformes",11,2,9,0,4,38.7,22.5,12.1,13,45.3,181.3,35,146.6,19.3,366.3,151.52,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Omnivore","Insessorial",11.63,41.17,26.37,107.3603031,4461983.11,"Extant"
"3250",3250,"Urocissa flavirostris","Corvidae","Passeriformes",10,2,8,0,4,39.4,22.9,12.1,13.3,47.6,184.8,26.5,158.3,14.3,392.4,149.19,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Omnivore","Insessorial",21.31,35.17,28.24,87.91505627,304129.16,"Extant"
"3251",3251,"Urocissa ornata","Corvidae","Passeriformes",6,2,4,0,4,42.6,24.2,11.6,15.5,43.1,165.8,24.2,141.6,14.6,240.9,196,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",6.17,7.47,6.95,80.44549023,5325.88,"Extant"
"3252",3252,"Urocissa whiteheadi","Corvidae","Passeriformes",8,1,7,0,4,47.1,28,13,16.2,51.2,214.1,37,178.7,17,215.4,200,"Updated_literature","BoW","NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",13.83,27.82,20.41,105.2939532,373302.15,"Extant"
"3253",3253,"Zavattariornis stresemanni","Corvidae","Passeriformes",8,2,6,0,4,35.7,24,7.9,9.7,40.3,140.8,35.6,105.1,25.3,121.8,130,"Updated_literature","BoW","NO",NA,NA,"Shrubland","3","1","Carnivore","Invertivore","Terrestrial",3.67,5.07,4.39,38.30808052,4600.83,"Extant"
"3254",3254,"Ampelioides tschudii","Cotingidae","Passeriformes",11,4,7,0,4,22.6,10.8,7.1,6.2,20.8,100.5,23.9,76.2,23.9,65.5,78.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Frugivore","Insessorial",-15.8,10.79,-4.88,-74.95466657,201035.43,"Extant"
"3255",3255,"Ampelion rubrocristatus","Cotingidae","Passeriformes",17,6,10,1,4,20.5,9.2,5.6,6.8,24.9,113.3,27.8,85.8,24.5,86.2,66.29,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Frugivore","Insessorial",-18.1,11.22,-4.07,-74.70143228,413439.19,"Extant"
"3256",3256,"Ampelion rufaxilla","Cotingidae","Passeriformes",9,5,4,0,4,19.4,8.3,4.9,5.4,21.9,115.8,33,82.8,28.5,80.4,73.9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Frugivore","Insessorial",-17.77,6.96,-6.32,-73.90755159,79754.2,"Extant"
"3257",3257,"Calyptura cristata","Cotingidae","Passeriformes",4,1,2,1,4,8.5,4.5,3.1,3.8,14.9,47.9,3.8,44.1,7.9,23.2,7.8,"Updated_literature","BoW","NO",NA,NA,NA,"1",NA,"Omnivore","Omnivore","Insessorial",-22.49,-22.47,-22.48,-42.99995329,3.12,"Extant"
"3258",3258,"Carpodectes antoniae","Cotingidae","Passeriformes",7,3,3,1,4,20.8,11.1,6.3,6.8,23.6,130.4,26.7,104.8,20.5,72.2,98,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Frugivore","Insessorial",7.61,9.87,8.55,-82.79189806,2191.64,"Extant"
"3259",3259,"Carpodectes hopkei","Cotingidae","Passeriformes",6,3,3,0,5,22.1,12.8,7.1,6.8,24.1,150.3,26.2,122.9,17.3,92.2,102,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-0.71,8.16,3.81,-77.86132559,96274.78,"Extant"
"3260",3260,"Carpodectes nitidus","Cotingidae","Passeriformes",6,2,4,0,4,20.1,11.6,6.3,7.4,25,133.7,25.1,111.6,19,73.4,101.6,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Frugivore","Insessorial",9.35,16.03,13.2,-84.65130679,103015.66,"Extant"
"3261",3261,"Carpornis cucullata","Cotingidae","Passeriformes",5,2,3,0,4,18.3,9.2,5.6,6.8,23.3,113.6,22.4,90.9,19.8,101.8,74.19,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-31.85,-19.11,-25.4,-47.54182811,251722.97,"Extant"
"3262",3262,"Carpornis melanocephala","Cotingidae","Passeriformes",4,1,2,1,4,19,9.3,5.5,6.9,21.6,109.5,23,86.4,21.1,91.8,64.19,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-25.87,-9.22,-20.8,-43.6707819,67888.43,"Extant"
"3263",3263,"Cephalopterus glabricollis","Cotingidae","Passeriformes",5,2,3,0,4,33.6,30.4,17.6,15.1,40.4,233,35.9,201.8,15.2,118.4,379.47,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Omnivore","Frugivore","Insessorial",8.4,10.8,9.42,-82.9992765,14362.87,"Extant"
"3264",3264,"Cephalopterus ornatus","Cotingidae","Passeriformes",15,7,6,2,4,57.2,36.8,19.7,18.9,47.2,259.6,40.4,221.6,15.4,160.2,380,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",-17.34,7.83,-5.22,-65.00798525,5506150.67,"Extant"
"3265",3265,"Cephalopterus penduliger","Cotingidae","Passeriformes",5,2,3,0,4,39.9,33.3,18.4,17.2,45.2,249.6,35.4,211.6,14.4,138.6,338,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-3.66,4.05,0.72,-78.83269545,69374.2,"Extant"
"3266",3266,"Conioptilon mcilhennyi","Cotingidae","Passeriformes",5,2,3,0,4,20.8,11.8,7.2,6.1,24.3,145.8,26.9,118.9,18.4,88.4,90,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-13.02,-8.53,-10.95,-71.4130283,146164.97,"Extant"
"3267",3267,"Cotinga amabilis","Cotingidae","Passeriformes",6,2,4,0,4,17.9,9.4,5.3,5.4,21.6,108.3,25.9,81.8,24,70.2,71.49,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",8.8,19.04,15.79,-89.47317056,297726.28,"Extant"
"3268",3268,"Cotinga cayana","Cotingidae","Passeriformes",12,5,7,0,4,21.6,9.4,6.2,5,20.6,110.6,22.4,85.9,20,78.3,61.8,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-16.65,8.78,-3.31,-62.62651666,6353282.74,"Extant"
"3269",3269,"Cotinga cotinga","Cotingidae","Passeriformes",5,2,3,0,4,16.5,8.8,5.5,4.9,20.3,106.2,23.1,82.1,21.9,64,54,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-11.59,7.69,-0.15,-56.83208241,1911359.27,"Extant"
"3270",3270,"Cotinga maculata","Cotingidae","Passeriformes",4,2,1,1,4,17.4,9.8,5.9,5.3,22.5,114.2,29.7,84.5,26,71.5,65,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Frugivore","Insessorial",-16.94,-13.72,-15.14,-39.52189583,30327.88,"Extant"
"3271",3271,"Cotinga maynana","Cotingidae","Passeriformes",6,4,2,0,4,20,10.6,5.2,5.5,22.3,113.8,28,85.9,24.6,75.8,69,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-13.61,2.19,-5.7,-69.16213376,2547258.17,"Extant"
"3272",3272,"Cotinga nattererii","Cotingidae","Passeriformes",4,4,0,0,4,18.1,10.2,6,5.7,22.5,111.8,27.7,84.1,24.8,76.8,57.2,"Inferred",NA,"YES","Body Mass","Cotinga ridgwayi","Forest","1","1","Herbivore","Frugivore","Insessorial",-0.02,9.63,6.15,-76.65734541,176421.95,"Extant"
"3273",3273,"Cotinga ridgwayi","Cotingidae","Passeriformes",4,2,2,0,4,17.1,9,5.2,5.2,20.1,102.9,26,76.8,25.3,66.1,57.18,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",8.03,9.95,9.03,-83.51231835,8354.02,"Extant"
"3274",3274,"Doliornis remseni","Cotingidae","Passeriformes",1,0,1,0,1,18.4,9,4.9,5.1,28.3,97,13.2,83.8,13.6,84,63.1,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Frugivore","Insessorial",-4.79,4.62,1.27,-76.92852148,10870.35,"Extant"
"3275",3275,"Doliornis sclateri","Cotingidae","Passeriformes",3,1,2,0,3,19,7.9,5,5.8,25.9,100,13.8,86.2,13.8,95.3,60.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-11.68,-8,-10.1,-76.00640088,13019.5,"Extant"
"3276",3276,"Gymnoderus foetidus","Cotingidae","Passeriformes",10,4,6,0,4,29.3,16.6,9.5,8.8,31.9,201.4,42.1,164,20.5,121.7,275.49,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Frugivore","Insessorial",-17.76,7.39,-6.85,-61.55910777,5252269.51,"Extant"
"3277",3277,"Haematoderus militaris","Cotingidae","Passeriformes",6,1,4,1,4,38.6,21.4,14.9,12.3,27.9,212,51.5,157.8,24.5,137.6,227,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-12.51,6.97,1.18,-55.51017613,1043733.97,"Extant"
"3278",3278,"Iodopleura fusca","Cotingidae","Passeriformes",5,3,2,0,4,10.9,7.4,5.9,4.4,15.6,75.8,21.2,54.6,28,37.6,15.3,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",0.85,7.58,4.62,-57.07696367,444576.7,"Extant"
"3279",3279,"Iodopleura isabellae","Cotingidae","Passeriformes",9,4,5,0,4,11.5,6.5,5.2,4.1,13.7,74.2,19.4,55.5,25.9,37.2,20,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-13.33,5.85,-4.75,-63.76623884,4495732.17,"Extant"
"3280",3280,"Iodopleura pipra","Cotingidae","Passeriformes",5,3,2,0,4,8.2,4.5,3.6,3.5,13.9,56.6,13.7,43,24.1,32,10.03,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-25.22,-6.7,-22.35,-44.02314766,130157.72,"Extant"
"3281",3281,"Laniisoma buckleyi","Cotingidae","Passeriformes",5,3,2,0,4,19.6,12,6,5.6,21.5,99.8,22,77.8,22,59.6,47.1,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",-16.1,7.63,-6.44,-72.785643,35911.33,"Extant"
"3282",3282,"Laniisoma elegans","Cotingidae","Passeriformes",4,2,2,0,4,20.3,13.2,5.4,6.1,22.5,103.5,26.9,76.6,26,61,47.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",-25.89,-18.48,-22.35,-44.62238588,172527.96,"Extant"
"3283",3283,"Laniocera hypopyrra","Cotingidae","Passeriformes",11,4,5,2,4,21.8,12,6.1,6.2,20.4,105.5,24.7,80.6,23.5,84.9,51,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-20.16,10.48,-3.66,-62.18336661,6630155.4,"Extant"
"3284",3284,"Laniocera rufescens","Cotingidae","Passeriformes",4,2,2,0,4,20.4,13.3,6,6.9,21.6,108.8,23.6,85.2,21.6,89.8,48.1,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Omnivore","Insessorial",0.12,17.64,10.82,-82.42486803,394176.44,"Extant"
"3285",3285,"Lipaugus fuscocinereus","Cotingidae","Passeriformes",10,7,3,0,4,29.3,15.8,10.1,9.3,29,182.2,33.6,148.7,18.5,158.2,138,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-5.2,7.43,1.6,-76.46638471,42613.15,"Extant"
"3286",3286,"Lipaugus lanioides","Cotingidae","Passeriformes",4,2,2,0,4,26.1,16,8,8.3,24.6,133.8,22.8,111,17,116,94.8,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-27.36,-14.44,-22.23,-44.43934891,201153.3,"Extant"
"3287",3287,"Lipaugus streptophorus","Cotingidae","Passeriformes",4,2,2,0,4,22.7,13.8,8.6,7.3,20.2,125,26.8,98.2,21.4,95.8,57.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",4.49,6.01,5.26,-61.19583513,47371.38,"Extant"
"3288",3288,"Lipaugus unirufus","Cotingidae","Passeriformes",5,2,3,0,4,24,15,7.2,8.1,21.2,132.4,26.8,103.9,20.4,112,82.1,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Frugivore","Insessorial",0.07,18.45,11.43,-83.42257281,462431.54,"Extant"
"3289",3289,"Lipaugus uropygialis","Cotingidae","Passeriformes",7,3,4,0,4,28.4,15.9,8.4,9.2,29.6,139.6,15.7,123.9,11.3,143.7,116,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Frugivore","Insessorial",-17.81,-12.04,-15.6,-67.92171235,15254.67,"Extant"
"3290",3290,"Lipaugus vociferans","Cotingidae","Passeriformes",9,4,5,0,4,26.9,13.8,8,7.3,21.4,123.1,20.9,102.1,16.9,110.2,75.42,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Frugivore","Insessorial",-20.88,10.58,-4.6,-61.63344109,7063057.92,"Extant"
"3291",3291,"Lipaugus weberi","Cotingidae","Passeriformes",4,2,2,0,4,22.2,13.9,7,7.1,22.5,127.8,27,100.8,21,106.9,72.1,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",6.88,7.13,6.96,-75.06557428,41.87,"Extant"
"3292",3292,"Oxyruncus cristatus","Cotingidae","Passeriformes",6,3,3,0,5,17.9,11.3,5.5,5.6,20.7,92.2,24,67.2,26.3,64.3,42,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-27.06,11,-10.17,-53.71747475,1872045.95,"Extant"
"3293",3293,"Pachyramphus aglaiae","Cotingidae","Passeriformes",5,2,3,0,4,16.9,11.3,7.1,6.6,19.7,86,17.4,68.9,20.1,66.2,29.69,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Omnivore","Omnivore","Insessorial",7.22,32.02,19.64,-96.59649076,1314371.45,"Extant"
"3294",3294,"Pachyramphus albogriseus","Cotingidae","Passeriformes",4,2,2,0,4,15.6,9.9,7.1,5.5,17.7,71.2,18.3,52.9,25.7,54,17.3,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",-12.53,11.19,-0.74,-76.73827055,341646.91,"Extant"
"3295",3295,"Pachyramphus castaneus","Cotingidae","Passeriformes",15,3,12,0,6,14.3,9.6,6.2,5.1,18.3,74.1,14,62.4,18.3,59.9,19.5,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-29.45,11.2,-10.55,-58.66883016,5788367.53,"Extant"
"3296",3296,"Pachyramphus cinnamomeus","Cotingidae","Passeriformes",21,5,11,5,4,16.8,10.6,7.6,5.6,19.7,77,16.1,61.5,20.7,59.4,20.3,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-3.73,17.81,9.82,-80.1103653,701563.57,"Extant"
"3297",3297,"Pachyramphus homochrous","Cotingidae","Passeriformes",4,2,2,0,4,19.4,13.3,7.7,7.4,20.6,87.5,18,69.5,20.6,71.2,37.3,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Omnivore","Omnivore","Insessorial",-4.82,11.49,5.68,-76.33546012,370203.78,"Extant"
"3298",3298,"Pachyramphus major","Cotingidae","Passeriformes",5,2,3,0,4,15.8,10.8,7.2,6.2,19.5,81.8,20.7,60,25.6,63.6,24.8,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Omnivore","Omnivore","Insessorial",12.99,29.14,19.3,-95.32513351,555625.41,"Extant"
"3299",3299,"Pachyramphus marginatus","Cotingidae","Passeriformes",9,4,5,0,6,14.7,10.1,6.9,5.2,18.5,67.7,15,53.7,21.8,50.4,18.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Insessorial",-24.96,8.35,-4.48,-62.178124,6344951.42,"Extant"
"3300",3300,"Pachyramphus minor","Cotingidae","Passeriformes",9,4,5,0,6,19.3,13.5,8.4,7.6,20.9,89.2,18,71,20.3,65.1,36.6,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Omnivore","Omnivore","Insessorial",-18.32,8.56,-4.7,-62.05816723,6895984.62,"Extant"
"3301",3301,"Pachyramphus niger","Cotingidae","Passeriformes",5,2,3,0,4,20.5,13.7,8.4,7.4,23.8,99.2,16.5,82,16.7,76.4,40.2,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Omnivore","Omnivore","Insessorial",17.7,18.53,18.16,-77.31063798,11021.79,"Extant"
"3302",3302,"Pachyramphus polychopterus","Cotingidae","Passeriformes",45,14,28,3,12,14.9,10.4,7,5.7,18.7,72,16.4,58.5,21.8,55.7,20.8,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Omnivore","Invertivore","Insessorial",-35.01,16.68,-9.65,-58.36803688,13935213.9,"Extant"
"3303",3303,"Pachyramphus rufus","Cotingidae","Passeriformes",9,4,5,0,4,14.6,10,6.6,5.4,17.5,67.6,14.2,54,20.8,48.4,18.8,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-9.76,12.64,0.03,-61.50447848,3994359.03,"Extant"
"3304",3304,"Pachyramphus spodiurus","Cotingidae","Passeriformes",5,2,2,1,4,15.9,10.7,6.9,5.5,18.9,75.2,16.8,58.8,22.2,59,18.2,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-5.74,1.27,-1.94,-79.75944909,40652.05,"Extant"
"3305",3305,"Pachyramphus surinamus","Cotingidae","Passeriformes",4,1,2,1,4,16.5,12.1,7.1,5.6,18.8,77.5,17.8,59.7,22.9,54.2,19.71,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",-4.02,7.73,0.73,-56.40280685,707437.36,"Extant"
"3306",3306,"Pachyramphus validus","Cotingidae","Passeriformes",11,2,9,0,5,19.3,13.8,8.6,7.8,19.8,95.5,20.8,74.3,21.8,68.1,43,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",-31.74,0.34,-15.66,-50.37843389,6063334.02,"Extant"
"3307",3307,"Pachyramphus versicolor","Cotingidae","Passeriformes",21,8,13,0,4,12.6,7.4,5.2,4.4,16.2,64.6,13.5,52.1,20.6,51.7,15.5,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-17.89,10.92,-1.66,-75.57100503,302157.64,"Extant"
"3308",3308,"Pachyramphus viridis","Cotingidae","Passeriformes",7,3,4,0,4,14.5,9.9,6.6,5.5,17.6,71.2,13.8,57.2,19.5,55.2,21,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",-32.34,8.06,-17.75,-49.91664506,5098620.61,"Extant"
"3309",3309,"Pachyramphus xanthogenys","Cotingidae","Passeriformes",4,1,3,0,4,15.2,9.8,6.8,5.3,17.5,72.5,17.4,55,24.1,51.8,21,"Inferred",NA,"YES","Body Mass","Pachyramphus viridis","Forest","1","2","Carnivore","Invertivore","Insessorial",-13.63,0.97,-7.95,-75.1758441,63012.14,"Extant"
"3310",3310,"Perissocephalus tricolor","Cotingidae","Passeriformes",5,2,3,0,4,47.7,29.3,15.5,15.1,40.1,211,31.4,179.8,14.9,112.6,338.88,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-3.34,8.26,2.29,-59.01863836,1655180.77,"Extant"
"3311",3311,"Phibalura flavirostris","Cotingidae","Passeriformes",6,2,1,3,6,13.3,9,6.4,5.9,18.7,98.5,32.3,66.2,32.8,103.9,46.5,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Herbivore","Frugivore","Insessorial",-32.81,-12.91,-23.38,-48.43114718,1085140.75,"Extant"
"3312",3312,"Phoenicircus carnifex","Cotingidae","Passeriformes",8,4,4,0,7,19.9,9.2,5.9,6.4,25.2,101.1,9.3,93.1,9.1,85.8,82.87,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-5.04,7.41,0.54,-54.83631862,1387247.24,"Extant"
"3313",3313,"Phoenicircus nigricollis","Cotingidae","Passeriformes",4,2,2,0,4,22.2,11.4,5.5,6.9,26.2,101.2,9.8,91.4,9.7,81.8,96.28,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial",-11.98,1.93,-4.37,-66.4493285,2636332.67,"Extant"
"3314",3314,"Phytotoma raimondii","Cotingidae","Passeriformes",9,4,4,1,4,18.8,10.1,7.3,8.1,24.5,89.3,11.6,75.7,12.9,87.3,39.8,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Herbivore terrestrial","Insessorial",-10.44,-3.67,-6.06,-80.09909617,2921.02,"Extant"
"3315",3315,"Phytotoma rara","Cotingidae","Passeriformes",5,2,3,0,4,17.6,10.2,7.7,8.6,24.4,88.9,15.1,73,17.1,79.6,47,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Herbivore terrestrial","Insessorial",-53.31,-27.29,-41.84,-71.82164952,478077.69,"Extant"
